>seq 0
Posterior prob of state variables:
0: [0.004688278524021338, 0.0, 0.0, 0.0, 0.9953117214759787, 0.0, 0.0, 0.0]
1: [0.0038039754415627692, 0.0, 0.0, 0.0, 0.9961960245584373, 0.0, 0.0, 0.0]
2: [0.0, 0.008303797787246759, 0.0, 0.0, 0.0, 0.9916962022127532, 0.0, 0.0]
3: [0.0, 0.0075965605070023616, 0.0, 0.0, 0.0, 0.9924034394929976, 0.0, 0.0]
4: [0.0, 0.006757237769225469, 0.0, 0.0, 0.0, 0.9932427622307746, 0.0, 0.0]
5: [0.0021451282530456344, 0.0, 0.0, 0.0, 0.9978548717469544, 0.0, 0.0, 0.0]
6: [0.001676477993733697, 0.0, 0.0, 0.0, 0.9983235220062663, 0.0, 0.0, 0.0]
7: [0.0014074397567986412, 0.0, 0.0, 0.0, 0.9985925602432013, 0.0, 0.0, 0.0]
8: [0.0, 0.003168346759112949, 0.0, 0.0, 0.0, 0.9968316532408871, 0.0, 0.0]
9: [0.0, 0.0, 0.007315955191718078, 0.0, 0.0, 0.0, 0.9926840448082819, 0.0]
10: [0.0, 0.0, 0.006529449089768814, 0.0, 0.0, 0.0, 0.9934705509102312, 0.0]
11: [0.0024095068223082138, 0.0, 0.0, 0.0, 0.9975904931776918, 0.0, 0.0, 0.0]
12: [0.0, 0.0, 0.0, 0.0019009719197409958, 0.0, 0.0, 0.0, 0.998099028080259]
13: [0.0011534638283026376, 0.0, 0.0, 0.0, 0.9988465361716974, 0.0, 0.0, 0.0]
14: [0.0, 0.0, 0.0022942624944424666, 0.0, 0.0, 0.0, 0.9977057375055576, 0.0]
15: [0.0, 0.0, 0.002101295025454727, 0.0, 0.0, 0.0, 0.9978987049745452, 0.0]
16: [0.0, 0.0, 0.0, 0.000851401660581221, 0.0, 0.0, 0.0, 0.9991485983394188]
17: [0.000517855475764996, 0.0, 0.0, 0.0, 0.999482144524235, 0.0, 0.0, 0.0]
18: [0.0, 0.0, 0.0010271565536942313, 0.0, 0.0, 0.0, 0.9989728434463058, 0.0]
19: [0.0, 0.0, 0.0009398327496565388, 0.0, 0.0, 0.0, 0.9990601672503434, 0.0]
20: [0.0, 0.0, 0.0, 0.00038117818748341077, 0.0, 0.0, 0.0, 0.9996188218125166]
21: [0.0, 0.0007550673241192273, 0.0, 0.0, 0.0, 0.9992449326758808, 0.0, 0.0]
22: [0.0002453052433419205, 0.0, 0.0, 0.0, 0.9997546947566581, 0.0, 0.0, 0.0]
23: [0.0001974627507330652, 0.0, 0.0, 0.0, 0.9998025372492669, 0.0, 0.0, 0.0]
24: [0.0, 0.0004336532717076228, 0.0, 0.0, 0.0, 0.9995663467282924, 0.0, 0.0]
25: [0.0, 0.0, 0.0, 0.00016386937125380184, 0.0, 0.0, 0.0, 0.9998361306287462]
26: [0.0, 0.0, 0.0, 0.00014283471001187782, 0.0, 0.0, 0.0, 0.9998571652899881]
27: [0.0, 0.00031158231625772354, 0.0, 0.0, 0.0, 0.9996884176837423, 0.0, 0.0]
28: [0.0, 0.0, 0.0, 0.00012246373409140304, 0.0, 0.0, 0.0, 0.9998775362659086]
29: [9.052456226458547e-05, 0.0, 0.0, 0.0, 0.9999094754377355, 0.0, 0.0, 0.0]
30: [0.0, 0.0, 0.0, 0.00011908139761280444, 0.0, 0.0, 0.0, 0.9998809186023871]
31: [0.0, 0.0002997525360074468, 0.0, 0.0, 0.0, 0.9997002474639926, 0.0, 0.0]
32: [0.0, 0.00030924278379011294, 0.0, 0.0, 0.0, 0.9996907572162099, 0.0, 0.0]
33: [0.00012850607367358776, 0.0, 0.0, 0.0, 0.9998714939263265, 0.0, 0.0, 0.0]
34: [0.0, 0.00034318753899417075, 0.0, 0.0, 0.0, 0.9996568124610058, 0.0, 0.0]
35: [0.0, 0.0, 0.0, 0.0001546728269488032, 0.0, 0.0, 0.0, 0.9998453271730512]
36: [0.0, 0.00038483910555022215, 0.0, 0.0, 0.0, 0.9996151608944498, 0.0, 0.0]
37: [0.0, 0.0, 0.0, 0.00017234813414192655, 0.0, 0.0, 0.0, 0.9998276518658581]
38: [0.0, 0.0, 0.00038200829342792994, 0.0, 0.0, 0.0, 0.9996179917065721, 0.0]
39: [0.0, 0.0001433731933515994, 0.0, 0.0, 0.0, 0.9998566268066484, 0.0, 0.0]
40: [0.0, 0.0001341239851374445, 0.0, 0.0, 0.0, 0.9998658760148625, 0.0, 0.0]
41: [0.0, 0.00011962549140876486, 0.0, 0.0, 0.0, 0.9998803745085912, 0.0, 0.0]
42: [3.629540900713694e-05, 0.0, 0.0, 0.0, 0.9999637045909928, 0.0, 0.0, 0.0]
43: [0.0, 0.0, 0.0, 2.235097374786964e-05, 0.0, 0.0, 0.0, 0.9999776490262521]
44: [0.0, 0.0, 0.0, 1.6277807018368337e-05, 0.0, 0.0, 0.0, 0.9999837221929816]
45: [9.639926189124653e-06, 0.0, 0.0, 0.0, 0.9999903600738109, 0.0, 0.0, 0.0]
46: [7.99009555101522e-06, 0.0, 0.0, 0.0, 0.999992009904449, 0.0, 0.0, 0.0]
47: [7.326714309606236e-06, 0.0, 0.0, 0.0, 0.9999926732856904, 0.0, 0.0, 0.0]
48: [0.0, 0.0, 0.0, 7.468250247607836e-06, 0.0, 0.0, 0.0, 0.9999925317497524]
49: [0.0, 0.0, 0.0, 7.658204025415437e-06, 0.0, 0.0, 0.0, 0.9999923417959746]
50: [8.16030951461699e-06, 0.0, 0.0, 0.0, 0.9999918396904853, 0.0, 0.0, 0.0]
51: [0.0, 0.0, 0.0, 1.0789035953506607e-05, 0.0, 0.0, 0.0, 0.9999892109640465]
52: [1.3415068754162068e-05, 0.0, 0.0, 0.0, 0.9999865849312458, 0.0, 0.0, 0.0]
53: [0.0, 3.923869303666683e-05, 0.0, 0.0, 0.0, 0.9999607613069633, 0.0, 0.0]
54: [0.0, 4.076657755977385e-05, 0.0, 0.0, 0.0, 0.9999592334224402, 0.0, 0.0]
55: [0.0, 0.0, 0.0, 1.7325404165379262e-05, 0.0, 0.0, 0.0, 0.9999826745958347]
56: [0.0, 0.0, 0.0, 1.721749390222521e-05, 0.0, 0.0, 0.0, 0.9999827825060977]
57: [0.0, 4.0140908694107846e-05, 0.0, 0.0, 0.0, 0.9999598590913059, 0.0, 0.0]
58: [1.573048563791706e-05, 0.0, 0.0, 0.0, 0.999984269514362, 0.0, 0.0, 0.0]
59: [0.0, 0.0, 0.0, 1.9036086724528805e-05, 0.0, 0.0, 0.0, 0.9999809639132755]
60: [2.2201414993327266e-05, 0.0, 0.0, 0.0, 0.9999777985850067, 0.0, 0.0, 0.0]
61: [0.0, 0.0, 0.0, 3.967169119270297e-05, 0.0, 0.0, 0.0, 0.9999603283088073]
62: [0.0, 0.00011150590976030211, 0.0, 0.0, 0.0, 0.9998884940902397, 0.0, 0.0]
63: [5.37938269083009e-05, 0.0, 0.0, 0.0, 0.9999462061730917, 0.0, 0.0, 0.0]
64: [0.0, 0.00016296662330637378, 0.0, 0.0, 0.0, 0.9998370333766936, 0.0, 0.0]
65: [0.0, 0.0, 0.0004646850966557336, 0.0, 0.0, 0.0, 0.9995353149033442, 0.0]
66: [0.0, 0.00015817935927939084, 0.0, 0.0, 0.0, 0.9998418206407206, 0.0, 0.0]
67: [0.0, 0.0, 0.0, 5.4292225153732526e-05, 0.0, 0.0, 0.0, 0.9999457077748463]
68: [2.6936472421470715e-05, 0.0, 0.0, 0.0, 0.9999730635275785, 0.0, 0.0, 0.0]
69: [2.0745905710326245e-05, 0.0, 0.0, 0.0, 0.9999792540942897, 0.0, 0.0, 0.0]
70: [0.0, 0.0, 0.0, 1.82417796953548e-05, 0.0, 0.0, 0.0, 0.9999817582203047]
71: [1.5545209684565295e-05, 0.0, 0.0, 0.0, 0.9999844547903154, 0.0, 0.0, 0.0]
